timestamp,segment,station_upstream,station_downstream,pipe_diameter_in,pipe_length_m,pressure_upstream_psi,pressure_downstream_psi,pressure_drop_psi,flow_upstream_lps,flow_downstream_lps,flow_diff_lps,vibration_g,acoustic_db,is_leak,severity,water_loss_lpm
3151,SEG3,S3,S4,6.0,275,54.48,47.08,7.4,4.636,4.604,0.032,0.206,26.34,1,small,1.937
1515,SEG4,S4,S5,4.0,200,53.35,40.3,13.05,5.468,5.428,0.04,0.192,33.13,1,small,2.385
3546,SEG4,S4,S5,4.0,200,55.03,43.84,11.19,5.699,5.698,0.002,0.21,27.22,0,none,0.091
3251,SEG3,S3,S4,6.0,275,54.7,45.67,9.03,5.731,5.729,0.002,0.198,30.38,0,none,0.133
1245,SEG4,S4,S5,4.0,200,54.75,42.61,12.15,5.972,5.97,0.002,0.127,28.39,0,none,0.113
2061,SEG4,S4,S5,4.0,200,53.23,42.4,10.84,5.593,5.592,0.001,0.201,31.7,0,none,0.043
2141,SEG1,S1,S2,8.0,250,56.24,43.78,12.47,6.594,6.527,0.067,0.318,37.45,1,medium,4.004
1296,SEG4,S4,S5,4.0,200,54.55,45.3,9.25,5.0,4.999,0.001,0.187,28.63,0,none,0.066
3310,SEG3,S3,S4,6.0,275,56.1,47.3,8.8,4.598,4.528,0.07,0.228,33.43,1,medium,4.189
1188,SEG2,S2,S3,6.0,300,56.34,41.88,14.47,7.199,7.197,0.002,0.226,30.95,0,none,0.141
3534,SEG4,S4,S5,4.0,200,55.04,36.44,18.6,6.006,5.907,0.099,0.374,39.37,1,medium,5.963
237,SEG4,S4,S5,4.0,200,55.31,48.94,6.38,4.198,4.198,0.0,0.167,30.52,0,none,0.004
3548,SEG3,S3,S4,6.0,275,54.49,45.81,8.69,5.691,5.69,0.001,0.168,33.99,0,none,0.038
2744,SEG1,S1,S2,8.0,250,56.63,49.04,7.58,5.635,5.622,0.013,0.2,31.66,1,small,0.778
3253,SEG2,S2,S3,6.0,300,53.15,38.03,15.12,7.368,7.367,0.002,0.19,31.52,0,none,0.097
1284,SEG4,S4,S5,4.0,200,56.82,34.76,22.05,4.9,4.653,0.247,0.432,45.31,1,severe,14.82
3506,SEG1,S1,S2,8.0,250,55.2,41.55,13.65,6.83,6.739,0.092,0.408,34.55,1,medium,5.511
1679,SEG1,S1,S2,8.0,250,55.29,51.51,3.78,4.91,4.909,0.001,0.131,32.66,0,none,0.059
249,SEG2,S2,S3,6.0,300,54.29,45.46,8.83,5.52,5.518,0.002,0.194,30.0,0,none,0.132
3147,SEG1,S1,S2,8.0,250,54.27,49.26,5.0,5.531,5.53,0.001,0.107,30.61,0,none,0.072
130,SEG3,S3,S4,6.0,275,54.24,44.74,9.5,5.301,5.28,0.022,0.281,35.45,1,small,1.3
2486,SEG3,S3,S4,6.0,275,54.91,49.43,5.48,4.419,4.416,0.002,0.188,32.49,0,none,0.136
3004,SEG2,S2,S3,6.0,300,57.16,43.44,13.72,7.087,7.086,0.001,0.241,30.53,0,none,0.054
3125,SEG4,S4,S5,4.0,200,55.26,48.37,6.9,4.37,4.368,0.002,0.249,29.6,0,none,0.144
580,SEG1,S1,S2,8.0,250,54.92,49.12,5.8,6.073,6.072,0.001,0.238,27.54,0,none,0.076
1662,SEG3,S3,S4,6.0,275,55.39,48.54,6.85,4.08,4.047,0.033,0.239,31.66,1,small,1.957
991,SEG4,S4,S5,4.0,200,53.84,42.83,11.01,5.636,5.634,0.002,0.273,32.58,0,none,0.107
70,SEG2,S2,S3,6.0,300,54.63,38.08,16.56,7.877,7.876,0.001,0.196,29.37,0,none,0.076
1500,SEG4,S4,S5,4.0,200,54.33,43.05,11.28,5.656,5.654,0.002,0.18,31.83,0,none,0.108
3343,SEG1,S1,S2,8.0,250,55.89,51.02,4.87,5.478,5.478,0.001,0.251,29.65,0,none,0.033
1184,SEG4,S4,S5,4.0,200,54.84,44.67,10.17,5.39,5.39,0.0,0.077,30.07,0,none,0.011
3404,SEG2,S2,S3,6.0,300,53.74,45.49,8.25,5.342,5.341,0.001,0.211,29.08,0,none,0.052
775,SEG4,S4,S5,4.0,200,54.94,49.76,5.17,3.767,3.765,0.001,0.132,28.64,0,none,0.069
3672,SEG1,S1,S2,8.0,250,56.97,52.95,4.03,5.017,5.017,0.0,0.19,29.38,0,none,0.014
559,SEG1,S1,S2,8.0,250,55.45,47.94,7.5,5.743,5.732,0.011,0.265,33.84,1,small,0.655
1237,SEG2,S2,S3,6.0,300,53.78,39.36,14.42,7.339,7.339,0.001,0.202,31.34,0,none,0.049
3805,SEG2,S2,S3,6.0,300,54.2,38.43,15.77,7.592,7.591,0.0,0.306,30.54,0,none,0.023
1407,SEG4,S4,S5,4.0,200,54.04,45.68,8.37,4.553,4.513,0.04,0.256,29.49,1,small,2.428
3041,SEG3,S3,S4,6.0,275,54.78,48.6,6.19,4.816,4.815,0.001,0.211,31.91,0,none,0.055
512,SEG1,S1,S2,8.0,250,57.12,45.05,12.07,5.231,5.099,0.132,0.382,37.2,1,severe,7.948
921,SEG4,S4,S5,4.0,200,54.82,44.18,10.64,5.6,5.598,0.002,0.157,28.28,0,none,0.109
1081,SEG1,S1,S2,8.0,250,53.84,49.93,3.91,5.117,5.116,0.002,0.179,26.99,0,none,0.091
1664,SEG1,S1,S2,8.0,250,55.61,50.97,4.64,5.225,5.224,0.001,0.212,26.19,0,none,0.067
1204,SEG3,S3,S4,6.0,275,55.88,48.17,7.71,5.442,5.44,0.002,0.215,32.22,0,none,0.118
1931,SEG1,S1,S2,8.0,250,55.56,50.68,4.88,5.486,5.486,0.001,0.241,28.69,0,none,0.032
3483,SEG4,S4,S5,4.0,200,56.59,46.2,10.4,5.313,5.311,0.002,0.217,31.61,0,none,0.112
1150,SEG1,S1,S2,8.0,250,54.28,48.57,5.71,6.035,6.034,0.0,0.244,28.93,0,none,0.008
2838,SEG1,S1,S2,8.0,250,55.37,47.88,7.5,5.477,5.456,0.021,0.296,34.89,1,small,1.254
1949,SEG2,S2,S3,6.0,300,55.19,46.35,8.85,5.448,5.446,0.002,0.222,30.44,0,none,0.097
308,SEG3,S3,S4,6.0,275,55.74,48.36,7.38,5.258,5.257,0.001,0.235,29.34,0,none,0.057
932,SEG3,S3,S4,6.0,275,55.23,46.55,8.68,5.669,5.667,0.002,0.249,26.49,0,none,0.108
3667,SEG4,S4,S5,4.0,200,52.77,45.35,7.42,4.548,4.546,0.001,0.177,29.77,0,none,0.077
2262,SEG4,S4,S5,4.0,200,55.84,49.4,6.44,4.137,4.137,0.001,0.178,25.4,0,none,0.044
1177,SEG2,S2,S3,6.0,300,53.85,35.86,17.99,7.18,7.096,0.084,0.376,35.29,1,medium,5.026
3867,SEG3,S3,S4,6.0,275,55.12,38.52,16.6,5.23,5.082,0.147,0.329,41.82,1,severe,8.834
2098,SEG4,S4,S5,4.0,200,54.12,42.05,12.07,5.851,5.851,0.0,0.219,31.54,0,none,0.001
830,SEG1,S1,S2,8.0,250,53.89,49.68,4.21,5.204,5.203,0.001,0.127,28.75,0,none,0.043
311,SEG3,S3,S4,6.0,275,53.04,45.41,7.63,5.349,5.349,0.001,0.174,27.48,0,none,0.044
752,SEG2,S2,S3,6.0,300,54.65,45.18,9.48,5.761,5.76,0.001,0.208,29.9,0,none,0.077
3620,SEG4,S4,S5,4.0,200,54.87,46.8,8.07,4.718,4.718,0.0,0.146,27.23,0,none,0.019
3561,SEG4,S4,S5,4.0,200,55.44,44.56,10.88,5.546,5.543,0.002,0.195,26.73,0,none,0.139
3904,SEG4,S4,S5,4.0,200,55.14,47.56,7.57,4.442,4.441,0.001,0.167,30.81,0,none,0.056
635,SEG1,S1,S2,8.0,250,55.11,47.63,7.47,6.919,6.918,0.001,0.229,32.83,0,none,0.052
465,SEG2,S2,S3,6.0,300,56.12,31.15,24.97,6.116,5.937,0.18,0.55,48.81,1,severe,10.774
556,SEG4,S4,S5,4.0,200,54.05,46.33,7.72,4.562,4.56,0.002,0.196,29.4,0,none,0.11
2799,SEG2,S2,S3,6.0,300,55.21,47.45,7.77,5.304,5.303,0.001,0.213,32.11,0,none,0.04
3987,SEG2,S2,S3,6.0,300,55.51,46.48,9.03,5.654,5.652,0.002,0.238,29.88,0,none,0.113
3079,SEG2,S2,S3,6.0,300,54.73,46.93,7.8,5.141,5.138,0.002,0.151,28.58,0,none,0.143
2966,SEG2,S2,S3,6.0,300,52.63,37.36,15.26,7.371,7.371,0.001,0.229,28.63,0,none,0.048
3202,SEG4,S4,S5,4.0,200,55.85,45.41,10.44,5.469,5.469,0.0,0.211,29.87,0,none,0.011
142,SEG2,S2,S3,6.0,300,55.17,43.74,11.42,6.301,6.299,0.002,0.217,31.9,0,none,0.113
3027,SEG2,S2,S3,6.0,300,54.55,43.78,10.77,6.199,6.199,0.0,0.253,27.76,0,none,0.015
1183,SEG3,S3,S4,6.0,275,54.63,44.06,10.58,5.654,5.616,0.038,0.332,35.26,1,small,2.292
876,SEG1,S1,S2,8.0,250,55.14,49.02,6.11,6.453,6.451,0.002,0.211,29.17,0,none,0.135
869,SEG2,S2,S3,6.0,300,53.78,41.53,12.25,6.52,6.518,0.001,0.144,30.45,0,none,0.083
1315,SEG2,S2,S3,6.0,300,55.26,38.67,16.59,5.872,5.794,0.078,0.41,37.27,1,medium,4.671
1222,SEG2,S2,S3,6.0,300,56.19,41.09,15.1,7.482,7.481,0.0,0.238,27.89,0,none,0.024
4,SEG1,S1,S2,8.0,250,54.89,49.53,5.35,5.964,5.964,0.0,0.233,31.49,0,none,0.028
3051,SEG1,S1,S2,8.0,250,55.7,50.34,5.36,5.832,5.831,0.001,0.247,28.96,0,none,0.042
1691,SEG2,S2,S3,6.0,300,54.17,44.62,9.55,5.746,5.745,0.001,0.122,29.84,0,none,0.082
3124,SEG1,S1,S2,8.0,250,54.2,50.73,3.47,4.883,4.882,0.001,0.195,29.3,0,none,0.045
2599,SEG4,S4,S5,4.0,200,54.67,45.88,8.79,4.951,4.949,0.002,0.192,30.95,0,none,0.114
3328,SEG4,S4,S5,4.0,200,54.61,46.48,8.13,4.752,4.752,0.001,0.21,28.52,0,none,0.04
2852,SEG3,S3,S4,6.0,275,53.61,48.76,4.85,4.206,4.205,0.0,0.234,29.56,0,none,0.02
2491,SEG1,S1,S2,8.0,250,57.26,52.82,4.45,5.178,5.178,0.001,0.237,28.04,0,none,0.03
3338,SEG4,S4,S5,4.0,200,55.49,49.07,6.42,4.151,4.149,0.002,0.176,29.65,0,none,0.149
1365,SEG4,S4,S5,4.0,200,54.66,49.81,4.85,3.636,3.635,0.001,0.217,30.28,0,none,0.054
3854,SEG1,S1,S2,8.0,250,54.87,45.67,9.2,6.47,6.454,0.016,0.283,33.62,1,small,0.963
1125,SEG4,S4,S5,4.0,200,54.77,33.63,21.13,4.523,4.338,0.185,0.445,45.48,1,severe,11.084
777,SEG2,S2,S3,6.0,300,56.83,47.52,9.31,5.696,5.694,0.002,0.118,33.7,0,none,0.149
1907,SEG3,S3,S4,6.0,275,55.18,49.21,5.97,4.548,4.547,0.001,0.208,28.77,0,none,0.086
2640,SEG4,S4,S5,4.0,200,55.15,44.11,11.04,5.569,5.567,0.002,0.115,30.48,0,none,0.147
3509,SEG2,S2,S3,6.0,300,53.32,38.79,14.53,7.254,7.253,0.0,0.216,31.78,0,none,0.029
2905,SEG4,S4,S5,4.0,200,54.14,42.03,12.12,5.37,5.348,0.022,0.244,32.45,1,small,1.292
2457,SEG2,S2,S3,6.0,300,55.0,43.18,11.81,6.472,6.47,0.002,0.176,33.06,0,none,0.113
2293,SEG2,S2,S3,6.0,300,56.03,44.04,11.99,6.495,6.493,0.002,0.173,30.22,0,none,0.12
1148,SEG1,S1,S2,8.0,250,55.27,49.69,5.58,6.019,6.017,0.002,0.236,30.53,0,none,0.109
3453,SEG3,S3,S4,6.0,275,54.1,45.02,9.08,4.775,4.684,0.09,0.281,35.4,1,medium,5.414
574,SEG1,S1,S2,8.0,250,54.88,49.11,5.77,6.067,6.065,0.002,0.195,32.16,0,none,0.102
3769,SEG1,S1,S2,8.0,250,53.56,42.09,11.47,6.845,6.787,0.058,0.229,33.87,1,medium,3.487
3928,SEG3,S3,S4,6.0,275,56.26,50.04,6.22,4.408,4.377,0.03,0.196,30.66,1,small,1.818
146,SEG2,S2,S3,6.0,300,56.69,45.9,10.79,6.134,6.132,0.002,0.251,30.52,0,none,0.141
853,SEG1,S1,S2,8.0,250,56.43,50.42,6.0,6.312,6.31,0.002,0.272,26.27,0,none,0.115
2174,SEG3,S3,S4,6.0,275,54.77,46.69,8.09,4.352,4.332,0.02,0.228,33.61,1,small,1.21
2966,SEG3,S3,S4,6.0,275,55.01,46.79,8.22,5.467,5.466,0.001,0.187,29.85,0,none,0.067
1919,SEG2,S2,S3,6.0,300,56.54,46.29,10.25,5.558,5.543,0.015,0.249,30.32,1,small,0.892
1121,SEG4,S4,S5,4.0,200,55.11,47.43,7.68,4.484,4.484,0.0,0.312,28.92,0,none,0.003
1403,SEG4,S4,S5,4.0,200,55.88,50.05,5.83,3.927,3.926,0.002,0.266,31.43,0,none,0.104
1358,SEG3,S3,S4,6.0,275,54.5,49.48,5.02,4.405,4.404,0.001,0.158,28.94,0,none,0.055
2614,SEG2,S2,S3,6.0,300,55.8,33.34,22.46,6.887,6.733,0.154,0.392,42.34,1,severe,9.23
2002,SEG2,S2,S3,6.0,300,55.13,41.34,13.79,5.917,5.844,0.073,0.289,36.89,1,medium,4.36
1163,SEG3,S3,S4,6.0,275,55.54,48.72,6.83,5.106,5.106,0.0,0.235,28.32,0,none,0.013
2893,SEG3,S3,S4,6.0,275,55.36,47.49,7.87,5.382,5.382,0.0,0.235,30.86,0,none,0.012
495,SEG2,S2,S3,6.0,300,54.85,45.3,9.56,5.781,5.78,0.001,0.14,31.9,0,none,0.064
173,SEG3,S3,S4,6.0,275,52.84,47.09,5.74,4.464,4.463,0.001,0.156,31.5,0,none,0.051
2655,SEG2,S2,S3,6.0,300,54.49,31.97,22.52,7.403,7.209,0.194,0.38,38.45,1,severe,11.646
39,SEG4,S4,S5,4.0,200,56.1,44.98,11.12,5.702,5.7,0.002,0.187,31.57,0,none,0.095
2368,SEG1,S1,S2,8.0,250,55.1,47.74,7.36,7.118,7.118,0.001,0.216,30.79,0,none,0.044
307,SEG4,S4,S5,4.0,200,55.29,42.49,12.8,4.911,4.83,0.081,0.29,35.94,1,medium,4.855
780,SEG2,S2,S3,6.0,300,53.93,43.94,9.99,5.924,5.921,0.002,0.207,30.13,0,none,0.139
323,SEG4,S4,S5,4.0,200,54.92,43.18,11.74,5.342,5.333,0.009,0.253,33.59,1,small,0.549
3992,SEG2,S2,S3,6.0,300,55.29,45.52,9.76,5.754,5.753,0.001,0.222,28.65,0,none,0.031
2950,SEG1,S1,S2,8.0,250,54.8,47.58,7.22,6.967,6.967,0.0,0.222,35.62,0,none,0.024
1625,SEG2,S2,S3,6.0,300,56.17,46.43,9.74,5.801,5.801,0.0,0.193,30.9,0,none,0.007
2971,SEG2,S2,S3,6.0,300,55.32,28.97,26.36,7.196,7.062,0.133,0.428,43.24,1,severe,7.982
716,SEG3,S3,S4,6.0,275,54.08,40.82,13.25,5.149,5.098,0.051,0.298,36.56,1,medium,3.066
2647,SEG3,S3,S4,6.0,275,55.83,44.76,11.07,5.886,5.848,0.038,0.333,33.51,1,small,2.272
1208,SEG4,S4,S5,4.0,200,55.4,42.98,12.42,5.946,5.945,0.001,0.142,27.26,0,none,0.043
1841,SEG1,S1,S2,8.0,250,55.41,48.19,7.22,6.808,6.808,0.0,0.224,27.19,0,none,0.005
1986,SEG2,S2,S3,6.0,300,55.71,46.26,9.45,5.707,5.705,0.002,0.188,28.61,0,none,0.111
537,SEG1,S1,S2,8.0,250,53.92,48.85,5.07,5.685,5.684,0.001,0.213,30.13,0,none,0.054
2806,SEG1,S1,S2,8.0,250,54.94,50.76,4.18,5.102,5.101,0.001,0.189,28.11,0,none,0.059
1801,SEG2,S2,S3,6.0,300,52.96,38.4,14.56,7.223,7.221,0.002,0.236,31.41,0,none,0.106
1596,SEG2,S2,S3,6.0,300,53.96,43.09,10.88,6.243,6.241,0.002,0.255,28.51,0,none,0.106
3206,SEG2,S2,S3,6.0,300,55.79,39.26,16.53,7.141,7.13,0.011,0.199,35.3,1,small,0.678
3343,SEG2,S2,S3,6.0,300,55.36,45.79,9.57,5.427,5.388,0.039,0.22,32.18,1,small,2.355
533,SEG4,S4,S5,4.0,200,54.6,38.88,15.72,4.111,3.979,0.132,0.339,43.7,1,severe,7.925
3560,SEG2,S2,S3,6.0,300,55.0,40.69,14.31,7.208,7.208,0.001,0.228,32.84,0,none,0.048
96,SEG3,S3,S4,6.0,275,52.94,40.02,12.92,5.773,5.692,0.081,0.141,35.24,1,medium,4.874
3367,SEG3,S3,S4,6.0,275,55.65,50.1,5.54,4.506,4.505,0.001,0.188,29.49,0,none,0.068
784,SEG1,S1,S2,8.0,250,53.87,49.4,4.47,5.322,5.32,0.002,0.245,30.15,0,none,0.097
249,SEG4,S4,S5,4.0,200,54.77,48.5,6.26,4.163,4.163,0.0,0.191,27.15,0,none,0.001
1409,SEG1,S1,S2,8.0,250,54.96,49.98,4.98,5.461,5.46,0.0,0.17,31.46,0,none,0.004
2729,SEG3,S3,S4,6.0,275,56.1,48.55,7.55,5.215,5.214,0.002,0.185,32.37,0,none,0.095
154,SEG1,S1,S2,8.0,250,54.55,48.92,5.63,6.051,6.051,0.001,0.158,31.32,0,none,0.032
3806,SEG2,S2,S3,6.0,300,55.89,41.96,13.93,7.103,7.101,0.002,0.199,33.54,0,none,0.126
3009,SEG1,S1,S2,8.0,250,55.11,48.63,6.48,6.445,6.443,0.002,0.11,30.72,0,none,0.124
1686,SEG1,S1,S2,8.0,250,51.11,46.21,4.9,5.604,5.604,0.0,0.198,31.22,0,none,0.028
3093,SEG3,S3,S4,6.0,275,55.58,50.3,5.28,4.354,4.353,0.001,0.258,30.76,0,none,0.054
14,SEG2,S2,S3,6.0,300,54.43,42.06,12.36,6.666,6.666,0.0,0.162,29.99,0,none,0.004
3455,SEG2,S2,S3,6.0,300,57.2,44.57,12.62,6.712,6.712,0.001,0.262,28.99,0,none,0.031
913,SEG4,S4,S5,4.0,200,55.65,42.14,13.51,5.728,5.709,0.019,0.181,36.86,1,small,1.151
3863,SEG1,S1,S2,8.0,250,54.74,48.21,6.54,6.478,6.476,0.002,0.237,31.1,0,none,0.138
2733,SEG1,S1,S2,8.0,250,54.47,48.8,5.67,6.033,6.031,0.002,0.167,29.79,0,none,0.133
1895,SEG1,S1,S2,8.0,250,55.25,49.64,5.61,5.908,5.906,0.002,0.198,32.58,0,none,0.091
1442,SEG2,S2,S3,6.0,300,53.81,42.45,11.36,6.364,6.362,0.002,0.255,30.0,0,none,0.129
569,SEG1,S1,S2,8.0,250,55.43,50.13,5.29,5.863,5.862,0.001,0.196,28.26,0,none,0.032
2709,SEG2,S2,S3,6.0,300,54.93,42.24,12.69,6.819,6.817,0.001,0.279,32.64,0,none,0.071
1854,SEG2,S2,S3,6.0,300,54.69,40.61,14.08,6.656,6.628,0.028,0.232,30.85,1,small,1.66
1816,SEG1,S1,S2,8.0,250,55.81,48.85,6.96,6.685,6.685,0.0,0.197,27.62,0,none,0.016
2257,SEG3,S3,S4,6.0,275,54.51,49.32,5.19,4.298,4.295,0.002,0.273,30.15,0,none,0.141
319,SEG3,S3,S4,6.0,275,56.22,48.24,7.98,5.433,5.431,0.001,0.229,26.2,0,none,0.071
3394,SEG1,S1,S2,8.0,250,54.82,50.25,4.57,5.295,5.293,0.002,0.165,30.64,0,none,0.1
3327,SEG1,S1,S2,8.0,250,54.41,49.64,4.76,5.505,5.503,0.002,0.127,32.02,0,none,0.123
3969,SEG4,S4,S5,4.0,200,54.46,48.29,6.16,4.141,4.14,0.001,0.237,29.46,0,none,0.056
2102,SEG2,S2,S3,6.0,300,54.16,38.98,15.18,7.363,7.362,0.002,0.169,34.73,0,none,0.093
2975,SEG1,S1,S2,8.0,250,54.95,47.86,7.09,6.695,6.693,0.002,0.166,33.22,0,none,0.12
980,SEG1,S1,S2,8.0,250,54.81,49.14,5.67,6.195,6.194,0.001,0.115,30.3,0,none,0.089
2492,SEG3,S3,S4,6.0,275,55.95,50.33,5.62,4.548,4.547,0.001,0.167,28.32,0,none,0.063
190,SEG1,S1,S2,8.0,250,54.37,50.28,4.09,5.166,5.164,0.002,0.24,29.71,0,none,0.125
1331,SEG3,S3,S4,6.0,275,54.63,48.43,6.2,4.229,4.194,0.035,0.195,33.59,1,small,2.076
1088,SEG2,S2,S3,6.0,300,55.71,45.25,10.46,5.431,5.421,0.01,0.196,32.31,1,small,0.603
699,SEG1,S1,S2,8.0,250,55.87,49.69,6.18,6.535,6.533,0.002,0.329,26.98,0,none,0.141
3621,SEG4,S4,S5,4.0,200,54.69,47.81,6.89,4.407,4.406,0.0,0.194,32.27,0,none,0.004
606,SEG1,S1,S2,8.0,250,54.17,47.37,6.8,6.595,6.594,0.001,0.256,34.13,0,none,0.052
468,SEG4,S4,S5,4.0,200,55.39,45.97,9.43,4.695,4.68,0.015,0.143,33.2,1,small,0.876
301,SEG1,S1,S2,8.0,250,55.02,49.2,5.81,6.214,6.213,0.001,0.216,31.17,0,none,0.055
2832,SEG4,S4,S5,4.0,200,54.28,45.03,9.25,4.074,3.99,0.085,0.159,31.59,1,medium,5.095
3420,SEG1,S1,S2,8.0,250,54.91,50.76,4.15,5.171,5.169,0.002,0.206,30.14,0,none,0.1
3689,SEG4,S4,S5,4.0,200,56.67,49.37,7.3,3.935,3.896,0.039,0.215,30.08,1,small,2.352
1060,SEG1,S1,S2,8.0,250,55.6,48.32,7.29,5.363,5.341,0.022,0.25,32.82,1,small,1.307
2056,SEG4,S4,S5,4.0,200,56.11,46.67,9.44,5.162,5.161,0.001,0.171,31.28,0,none,0.047
3830,SEG4,S4,S5,4.0,200,55.45,43.68,11.77,5.808,5.807,0.001,0.278,29.21,0,none,0.047
2757,SEG3,S3,S4,6.0,275,56.05,48.9,7.15,5.249,5.248,0.001,0.171,26.27,0,none,0.08
3444,SEG1,S1,S2,8.0,250,53.86,49.57,4.28,5.357,5.356,0.001,0.168,29.57,0,none,0.056
1069,SEG1,S1,S2,8.0,250,54.13,49.56,4.57,5.223,5.221,0.002,0.172,31.11,0,none,0.118
2716,SEG3,S3,S4,6.0,275,55.21,47.84,7.38,5.25,5.25,0.0,0.247,27.98,0,none,0.025
2205,SEG1,S1,S2,8.0,250,55.85,51.13,4.72,5.325,5.324,0.001,0.124,28.93,0,none,0.082
1435,SEG3,S3,S4,6.0,275,54.32,48.12,6.19,4.826,4.823,0.002,0.179,26.44,0,none,0.133
3339,SEG2,S2,S3,6.0,300,54.41,36.36,18.05,5.781,5.622,0.158,0.386,40.82,1,severe,9.496
208,SEG3,S3,S4,6.0,275,55.4,44.97,10.43,4.084,4.001,0.082,0.314,38.09,1,medium,4.948
3679,SEG2,S2,S3,6.0,300,55.29,47.3,7.99,5.348,5.345,0.002,0.206,29.14,0,none,0.14
3312,SEG3,S3,S4,6.0,275,55.23,49.01,6.21,4.844,4.843,0.001,0.199,29.46,0,none,0.048
1503,SEG4,S4,S5,4.0,200,55.26,37.26,18.0,5.643,5.599,0.045,0.334,35.31,1,medium,2.685
642,SEG2,S2,S3,6.0,300,55.94,42.45,13.5,7.039,7.039,0.001,0.152,30.93,0,none,0.037
3683,SEG2,S2,S3,6.0,300,54.91,43.75,11.17,5.452,5.442,0.01,0.193,33.55,1,small,0.63
946,SEG4,S4,S5,4.0,200,54.74,41.25,13.49,6.028,5.988,0.04,0.198,33.55,1,small,2.383
1007,SEG3,S3,S4,6.0,275,55.13,48.45,6.68,5.058,5.056,0.002,0.252,34.94,0,none,0.12
3996,SEG2,S2,S3,6.0,300,54.64,46.78,7.86,5.129,5.127,0.002,0.132,26.65,0,none,0.125
3259,SEG3,S3,S4,6.0,275,55.37,45.69,9.68,6.029,6.028,0.001,0.139,29.82,0,none,0.071
740,SEG4,S4,S5,4.0,200,53.54,44.29,9.24,5.091,5.091,0.001,0.218,27.27,0,none,0.031
1600,SEG2,S2,S3,6.0,300,55.18,41.11,14.07,6.029,5.963,0.066,0.301,31.51,1,medium,3.951
1151,SEG3,S3,S4,6.0,275,55.82,48.75,7.06,5.04,5.038,0.002,0.206,31.02,0,none,0.144
3022,SEG2,S2,S3,6.0,300,55.33,41.07,14.26,6.462,6.435,0.027,0.202,35.92,1,small,1.603
2619,SEG4,S4,S5,4.0,200,53.2,42.99,10.21,4.999,4.971,0.028,0.222,30.78,1,small,1.685
893,SEG2,S2,S3,6.0,300,55.19,41.04,14.16,7.116,7.116,0.001,0.296,27.49,0,none,0.036
225,SEG1,S1,S2,8.0,250,55.01,50.04,4.97,5.454,5.453,0.001,0.134,25.92,0,none,0.05
2362,SEG4,S4,S5,4.0,200,57.46,46.95,10.51,5.401,5.399,0.002,0.167,29.6,0,none,0.095
3354,SEG1,S1,S2,8.0,250,56.8,51.96,4.84,5.741,5.739,0.002,0.156,31.62,0,none,0.114
1895,SEG2,S2,S3,6.0,300,54.84,44.05,10.8,6.208,6.208,0.0,0.233,29.26,0,none,0.02
2677,SEG3,S3,S4,6.0,275,55.17,46.81,8.36,5.556,5.556,0.001,0.213,32.0,0,none,0.039
754,SEG3,S3,S4,6.0,275,55.44,49.27,6.17,4.785,4.784,0.001,0.23,26.3,0,none,0.054
3436,SEG1,S1,S2,8.0,250,53.93,48.99,4.94,5.517,5.516,0.002,0.275,30.48,0,none,0.095
2565,SEG4,S4,S5,4.0,200,54.41,46.21,8.2,4.416,4.374,0.041,0.254,31.34,1,small,2.486
2373,SEG4,S4,S5,4.0,200,54.33,37.9,16.42,5.592,5.496,0.095,0.274,39.43,1,medium,5.713
1693,SEG1,S1,S2,8.0,250,54.71,50.07,4.64,5.381,5.378,0.002,0.256,28.16,0,none,0.137
2893,SEG2,S2,S3,6.0,300,54.07,41.38,12.69,6.769,6.769,0.0,0.234,31.33,0,none,0.005
1045,SEG1,S1,S2,8.0,250,55.3,44.43,10.87,5.277,5.203,0.075,0.316,39.61,1,medium,4.486
3446,SEG1,S1,S2,8.0,250,54.84,45.61,9.23,5.869,5.798,0.072,0.291,30.23,1,medium,4.295
757,SEG4,S4,S5,4.0,200,54.34,46.1,8.24,4.758,4.758,0.001,0.229,29.03,0,none,0.03
50,SEG3,S3,S4,6.0,275,55.79,47.16,8.63,5.762,5.761,0.001,0.193,31.03,0,none,0.085
1146,SEG3,S3,S4,6.0,275,55.47,49.63,5.84,4.65,4.648,0.002,0.271,32.59,0,none,0.122
3968,SEG4,S4,S5,4.0,200,55.09,49.36,5.73,3.988,3.987,0.0,0.238,28.71,0,none,0.015
2927,SEG3,S3,S4,6.0,275,55.63,45.65,9.98,5.712,5.689,0.023,0.231,28.33,1,small,1.378
3296,SEG3,S3,S4,6.0,275,57.63,50.44,7.18,5.136,5.133,0.002,0.102,29.16,0,none,0.146
735,SEG2,S2,S3,6.0,300,54.34,43.93,10.4,6.156,6.156,0.0,0.237,29.4,0,none,0.011
496,SEG2,S2,S3,6.0,300,55.11,46.92,8.18,5.304,5.303,0.001,0.217,27.8,0,none,0.036
1218,SEG1,S1,S2,8.0,250,52.87,46.07,6.8,6.743,6.741,0.002,0.177,29.67,0,none,0.099
1446,SEG4,S4,S5,4.0,200,54.48,44.36,10.12,5.308,5.308,0.0,0.242,29.45,0,none,0.012
1703,SEG4,S4,S5,4.0,200,56.23,49.02,7.21,4.473,4.471,0.002,0.18,30.93,0,none,0.116
2015,SEG2,S2,S3,6.0,300,55.42,43.41,12.01,6.574,6.571,0.002,0.064,31.64,0,none,0.14
